Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S6-005,E10,Task,Implement product repositories,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement product repositories

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-006,E10,Task,Implement ProductService,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement ProductService

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-007,E11,Task,Implement ProductOwnershipService,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement ProductOwnershipService

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-008,E10,Task,Implement ProductChangeRequestService,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement ProductChangeRequestService

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-009,E11,Task,Implement PaymentRecordService,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement PaymentRecordService

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-010,E10,Task,Add product CRUD endpoints,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product CRUD endpoints

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-011,E10,Task,Add product search endpoint,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product search endpoint

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-012,E10,Task,Add product disable/soft-delete endpoint,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product disable/soft-delete endpoint

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-013,E11,Task,Add product ownership assignment,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product ownership assignment

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-014,E11,Task,Add product ownership list on customer profile,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product ownership list on customer profile

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-015,E11,Task,Add payment record create/update endpoints,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add payment record create/update endpoints

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-016,E10,Task,Add product-change request workflow,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product-change request workflow

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-017,E10,Task,Implement Products page,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement Products page

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-018,E10,Task,Implement Product Details page,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement Product Details page

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-019,E10,Task,Implement Product Change Requests page,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement Product Change Requests page

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-020,E11,Task,Add product ownership tab to Customer Details,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add product ownership tab to Customer Details

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-021,E10,Task,Add tests for Product Manager permissions,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add tests for Product Manager permissions

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-022,E10,Task,Add tests for product expiration data,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Add tests for product expiration data

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S7-001,E12,Task,Implement Segment entity,"Detailed sprint backlog item from Sprint 7 — Segmentation Engine.

Sprint Goal: Build the audience segmentation engine and preview logic.

Task: Implement Segment entity

Production Gate: Segmentation must never return a final campaign audience without eligibility checks.",High,To Do,Segmentation,"bwc,solo-scrum,sprint-07,e12,segmentation,task",Sprint 7 — Segmentation Engine
BWC,S7-002,E12,Task,Implement SegmentCriteria entity,"Detailed sprint backlog item from Sprint 7 — Segmentation Engine.

Sprint Goal: Build the audience segmentation engine and preview logic.

Task: Implement SegmentCriteria entity

Production Gate: Segmentation must never return a final campaign audience without eligibility checks.",High,To Do,Segmentation,"bwc,solo-scrum,sprint-07,e12,segmentation,task",Sprint 7 — Segmentation Engine
BWC,S7-003,E12,Task,Implement SegmentRepository,"Detailed sprint backlog item from Sprint 7 — Segmentation Engine.

Sprint Goal: Build the audience segmentation engine and preview logic.

Task: Implement SegmentRepository

Production Gate: Segmentation must never return a final campaign audience without eligibility checks.",High,To Do,Segmentation,"bwc,solo-scrum,sprint-07,e12,segmentation,task",Sprint 7 — Segmentation Engine
